Myc	label
3.11927143542598	1
3.99594128306838	1
4.20720998601027	1
3.23465788624891	1
2.48483323506238	1
2.32989644744538	1
1.89111175039971	1
5.48615058460781	1
3.02083051317892	1
4.90865942830082	1
2.25227574440816	1
4.15099355653004	1
4.90779697863336	1
2.02881516101867	1
3.77963628625183	1
1.79645540222831	1
4.70228942547919	1
3.121118490351	1
2.13672686110066	1
1.80694272317089	1
4.37978899280428	1
4.80739477521751	1
4.34388490406884	1
2.85467163362713	1
3.15880715313809	1
2.67031525237231	1
3.01314873501025	1
3.66678208777067	1
3.62675303214999	1
3.12630339383053	1
3.30897870986126	1
2.84974574378563	1
3.11253011687425	1
4.47076997352045	1
3.63917507630602	1
4.6891918868891	1
3.42927015026974	1
3.17355690956267	1
4.92092378198548	1
3.09070642144216	1
4.81507208061263	1
3.55024502185791	1
2.77422324177677	1
1.95105674048738	1
4.84280014939594	1
3.89739843826958	1
2.90595190724862	1
4.42279889044062	1
3.28598098915941	1
2.40727599732436	1
3.44855264486434	1
4.89876900867574	1
4.70014603803006	1
4.64123968424082	1
3.69369414263882	1
3.59792950578123	1
1.35907095179245	1
2.85331577601067	1
2.2298401264868	1
3.08139811007363	1
3.92607029159267	1
3.6943661665791	1
1.98698081633439	1
2.56880724880041	1
3.07140895685885	1
4.40957574885644	1
3.43429518528965	1
3.68599896763688	1
2.03243497425635	1
2.15065004570733	1
4.45468075487181	1
3.01149548845724	1
1.67650865550621	1
3.36145444263589	1
4.95932347355085	1
2.70356390928268	1
2.33308795832472	1
3.43951745001429	1
4.47329371368174	1
3.040148914595	1
4.46146663318526	1
4.7871659694277	1
2.63793834615633	1
3.65863465701309	1
5.13988018899149	1
4.98382488700943	1
3.28999368988843	1
3.47472446010952	1
1.2265914556604	1
4.05302487758021	1
2.2171385590632	1
3.39616169013006	1
4.75473435451178	1
2.71787682187632	1
3.46430537346363	1
3.46839847753438	1
3.1240354442935	1
3.32296057642638	1
5.00278165414518	1
4.90857553693488	1
4.90290568982627	1
3.06287602122385	1
3.40737281785004	1
2.91981113436299	1
1.48176824750791	1
4.70490960171135	1
3.83760648139041	1
3.48209856610596	1
2.64180942711931	1
2.87454260796284	1
2.66232321029617	1
2.61208766215084	1
2.80200885044189	1
3.3399438179824	1
2.86750437828425	1
2.2121032467484	1
4.25327804830018	1
3.91077939963183	1
2.6950496602247	1
3.13009263663762	1
2.78031324669881	1
2.62042554328753	1
3.03121174864474	1
2.81845043679554	1
3.62670241652442	1
3.93282832629432	1
2.79559763297884	1
2.96175851607476	1
2.73492654753246	1
3.57026337241436	1
3.63637997778168	1
3.08313336233302	1
3.0164146224691	1
5.18979967502227	1
5.47982077176543	1
3.33042541908637	1
3.59223926918935	1
4.31332038527834	1
4.34822390882647	1
2.2430019111185	1
4.51012735864145	1
3.74760779856676	1
3.7937590500602	1
1.9112512382665	1
3.40744031665001	1
3.70191220700716	1
3.70736136336161	1
4.05030639564511	1
2.89870479984208	1
4.52141000531685	1
4.4844829017556	1
3.32369283971578	1
2.59517030739037	1
4.04846303360939	1
3.12023621007772	1
4.61284052901095	1
3.52788282640715	1
3.0023188999604	1
1.41320894275254	1
3.33582623238734	1
3.56527567929594	1
3.60820160682565	1
4.63252872301405	1
3.63686873432195	1
4.56850809115459	1
2.37328698786926	1
3.51669420240101	1
4.57699736681569	1
3.83324369799748	1
3.26296838366105	1
4.6106267595726	1
1.91946180619474	1
4.67608108813609	1
5.25962609636991	1
3.89503311121605	1
4.19310662101887	1
4.39428121066524	1
2.61131355075213	1
3.64005678338733	1
4.83332618305067	1
3.47750723826489	1
4.82265158304596	1
3.33663306303109	1
2.73674501775034	1
3.96139799787992	1
3.71677959300539	1
4.18294012902012	1
2.26855860115187	1
3.28518533385376	1
3.46223956570594	1
3.37849649805714	1
2.6905951570122	1
3.25322168328244	1
3.90637804902872	1
3.88684601310285	1
3.89612965038506	1
4.0995621186591	1
3.6538205211817	1
5.20346381028676	1
5.62763662017502	1
3.94601428367838	1
2.72439027850734	1
2.43546866365276	1
4.02504593745456	1
4.10479205443929	1
3.70543934044697	1
3.67911140513228	1
2.08176749600786	1
3.92986678071764	1
2.95472228265831	1
4.98514447157211	1
4.654335674743	1
2.54720901949273	1
3.79602133389974	1
3.71177063437969	1
3.19637375258734	1
3.66459611932935	1
3.34606554396542	1
2.77925984078687	1
5.34064957191058	1
2.33414260965135	1
2.87387242128965	1
3.98651881239633	1
4.13941933045823	1
5.01255710324971	1
3.92922978933751	1
3.0351844047666	1
2.67290868208701	1
4.49734142494795	1
5.04091977880644	1
3.69656548891718	1
1.53963316900318	1
2.91805774708325	1
3.07707672792418	1
3.11759911281555	1
3.912799457083	1
3.44576207685732	1
2.58811703555855	1
3.58117096892131	1
5.29632768033473	1
3.58495697637584	1
3.26450697756842	1
4.70181536927268	1
3.28602062906666	1
1.97833473491495	1
3.883141661688	1
4.98494772146466	1
4.91799445633065	1
3.11871306900554	1
3.73056338479043	1
4.26066438829575	1
3.63114616414532	1
3.03035070140701	1
2.45088901688993	1
2.72769621434848	1
3.06851972692576	1
3.51936363395611	1
4.02828003129149	1
4.88948022022574	1
2.33211731018684	1
3.24074206876349	1
4.43544999241115	1
2.93146189197817	1
3.99431565574819	1
3.36865457074792	1
2.40424368474284	1
2.03216636325188	1
4.74387213713115	1
4.09263596679962	1
4.45547014639004	1
2.74652103859484	1
3.48126690496994	1
1.69317028889233	1
4.51578179935251	1
4.58288427495557	1
0.637169398525509	1
4.41858566500198	1
2.82550424879997	1
3.49796653205924	1
2.66212576001355	1
5.46520674199801	1
3.07328231770993	1
4.23145397279489	1
2.82924327621302	1
3.32455971996518	1
3.3857352521777	1
4.06371274702772	1
2.91709863587473	1
3.25985066733424	1
3.26667837818792	1
2.98037691396869	1
2.00457171333255	1
5.0939454363104	1
2.41647416886294	1
3.79725572931414	1
4.36459230672126	1
3.449058596761	1
4.14924232899207	1
3.98419693168375	1
3.12896080848117	1
3.05047682843642	1
3.30605548352666	1
3.89578024700265	1
3.21819963694871	1
4.35647201939292	1
